tx_type,client,tx,amount
withdraw,83,27,4.1878
deposit,48,86,86.4667
resolve,79,67,63.4535
deposit,34,64,47.6177
dispute,49,30,70.4598
dispute,8,49,57.3413
chargeback,94,61,0.2861
withdraw,64,98,47.6253
withdraw,96,35,68.6913
chargeback,67,76,74.9234
deposit,30,31,20.5636
resolve,49,97,78.321
resolve,4,92,53.9096
withdraw,78,22,88.8227
deposit,20,37,3.4146
dispute,76,23,45.1309
withdraw,90,29,54.68
resolve,71,12,10.5425
resolve,86,47,11.9713
resolve,67,97,33.2414
chargeback,39,10,66.9452
deposit,35,42,72.8731
dispute,92,12,35.3433
resolve,10,16,81.7152
withdraw,34,91,57.9667
resolve,76,39,68.8829
dispute,50,41,92.0583
deposit,92,52,93.9228
withdraw,77,45,69.4726
dispute,9,38,22.0235
resolve,57,69,92.9836
resolve,99,92,52.3083
deposit,50,67,77.8231
withdraw,28,8,4.8204
withdraw,58,21,26.1539
chargeback,48,22,85.585
deposit,35,33,94.2409
chargeback,54,79,73.2236
dispute,86,47,93.1722
dispute,96,96,16.9278
resolve,44,68,2.5029
chargeback,11,62,59.4515
chargeback,54,5,70.4071
deposit,84,40,48.7418
chargeback,19,59,28.9702
deposit,84,7,49.2377
resolve,16,33,26.58
chargeback,21,71,27.9574
chargeback,70,40,76.5612
resolve,74,60,8.5759
deposit,66,46,97.7692
dispute,48,86,0.6775
resolve,41,68,0.7645
deposit,34,61,4.6694
withdraw,19,44,60.999
chargeback,7,60,72.8758
chargeback,8,66,32.1979
deposit,37,13,30.6713
resolve,52,86,29.9709
deposit,13,39,36.4906
resolve,37,15,6.901
withdraw,80,5,32.4579
dispute,11,75,23.6798
chargeback,8,99,48.2306
dispute,22,17,75.0589
chargeback,47,42,50.2855
withdraw,10,79,38.0758
chargeback,54,76,35.3053
dispute,42,67,65.8432
resolve,47,38,78.7452
chargeback,60,58,97.0525
dispute,3,21,71.6515
chargeback,91,42,82.372
deposit,59,59,31.8599
chargeback,87,9,65.5068
chargeback,26,1,90.8839
resolve,1,12,77.6515
chargeback,14,10,8.4047
deposit,55,100,66.2029
chargeback,33,62,27.9413
resolve,30,9,94.4992
deposit,5,94,53.493
dispute,8,40,96.4063
dispute,22,23,82.6808
resolve,94,37,62.0717
dispute,39,86,25.8824
resolve,81,2,1.3187
deposit,43,65,0.5868
deposit,50,64,63.12
withdraw,79,13,75.8505
deposit,73,15,64.2194
dispute,30,78,44.6556
deposit,6,42,70.4884
resolve,26,75,8.3944
resolve,23,10,41.9758
resolve,21,4,91.2277
deposit,81,91,55.2777
chargeback,71,49,15.1187
withdraw,7,20,48.758
resolve,8,100,51.4192
dispute,97,91,85.9771
chargeback,84,98,51.599
dispute,50,81,74.8271
deposit,65,27,51.4023
deposit,62,64,17.9533
dispute,22,33,46.0431
chargeback,99,73,34.9553
resolve,8,7,33.0276
withdraw,39,26,43.69
chargeback,85,25,96.6684
withdraw,49,73,73.198
deposit,96,17,57.374
resolve,56,2,54.2365
deposit,95,43,65.3034
dispute,60,29,53.1482
deposit,12,33,90.3391
deposit,23,60,46.6578
resolve,11,77,47.957
resolve,97,81,46.2898
chargeback,33,8,79.396
deposit,73,56,44.1703
deposit,2,99,84.0174
chargeback,70,50,75.8457
deposit,23,87,13.192
chargeback,74,64,46.8475
dispute,92,2,25.0488
dispute,5,40,45.7251
withdraw,98,76,19.5905
deposit,56,61,24.2027
dispute,19,95,52.3561
withdraw,15,2,27.2475
withdraw,57,33,23.0714
withdraw,97,73,66.8979
deposit,30,59,93.5189
resolve,89,97,83.2136
chargeback,26,83,69.0985
withdraw,61,89,41.4444
dispute,80,96,0.7249
dispute,89,99,85.7823
deposit,33,1,21.7808
resolve,91,13,84.5813
dispute,38,35,43.9793
deposit,31,83,92.3423
deposit,47,28,23.3644
chargeback,51,76,24.7346
resolve,86,76,87.5337
dispute,74,81,74.4309
chargeback,81,57,47.4907
dispute,65,13,20.385
deposit,62,55,69.964
resolve,1,29,37.0398
dispute,15,68,76.1445
resolve,47,76,87.9575
dispute,94,100,29.9533
chargeback,84,55,63.6428
deposit,89,52,79.009
dispute,13,100,10.655
dispute,9,40,36.1757
dispute,37,65,39.0858
chargeback,27,91,68.7715
deposit,26,91,34.0246
chargeback,22,12,84.3627
withdraw,37,21,19.5512
dispute,18,10,34.3355
deposit,11,46,94.8667
deposit,37,72,43.2505
dispute,41,79,88.2867
withdraw,52,85,73.1127
dispute,27,98,9.7185
withdraw,95,87,18.6476
chargeback,50,11,16.0476
resolve,22,55,9.3086
chargeback,7,45,44.8144
withdraw,66,9,30.8072
dispute,45,18,85.3209
deposit,16,95,97.194
resolve,50,22,63.7146
chargeback,50,34,87.3164
deposit,52,72,15.272
resolve,24,79,77.8745
resolve,55,81,50.4339
chargeback,74,60,79.0416
resolve,4,36,10.0781
dispute,77,53,4.0692
chargeback,42,1,68.1366
dispute,71,87,13.3238
chargeback,29,60,82.3221
resolve,11,46,61.1566
withdraw,11,61,91.9786
withdraw,75,25,42.9483
resolve,28,61,82.8651
chargeback,68,33,81.4634
dispute,38,50,9.9604
dispute,12,96,14.2083
withdraw,89,55,41.3472
resolve,21,73,38.9194
dispute,98,41,58.4251
withdraw,34,3,4.9688
resolve,39,36,8.6408
chargeback,99,95,43.5205
withdraw,13,43,86.5112
chargeback,49,75,28.5336
withdraw,22,7,88.7141
deposit,82,27,23.011
chargeback,15,71,89.1137
withdraw,31,75,46.4106
deposit,12,80,15.8577
chargeback,7,39,79.4407
dispute,65,34,7.5311
resolve,33,2,97.7863
deposit,75,99,73.9565
resolve,26,90,81.6517
deposit,86,35,8.2823
resolve,60,46,44.8614
deposit,88,52,59.4015
chargeback,98,85,71.2812
resolve,81,3,47.4652
withdraw,20,1,88.523
dispute,88,83,75.3053
chargeback,81,70,85.0778
chargeback,4,28,56.4958
deposit,31,15,97.2982
resolve,29,94,95.3281
chargeback,9,67,74.1013
resolve,18,29,94.7727
deposit,85,60,62.0141
resolve,31,28,87.2913
resolve,95,76,27.9354
dispute,85,35,99.3995
resolve,60,10,48.2613
dispute,66,89,2.0352
withdraw,92,65,26.766
resolve,82,65,17.2824
deposit,62,39,91.8396
dispute,55,56,83.8842
deposit,59,90,78.9088
dispute,40,20,67.6209
chargeback,14,6,24.4203
deposit,93,34,66.824
chargeback,53,99,92.688
resolve,7,8,59.1967
deposit,8,31,58.5691
dispute,68,12,11.3976
deposit,71,70,92.2523
withdraw,39,13,33.642
deposit,97,74,59.743
dispute,55,91,46.6352
resolve,5,16,40.9581
chargeback,39,2,63.8316
withdraw,60,42,22.8791
chargeback,40,8,19.5397
dispute,82,71,39.4574
dispute,2,4,71.7047
dispute,94,62,87.0531
resolve,41,68,81.2906
dispute,17,20,68.0435
deposit,8,67,47.1431
dispute,95,18,80.8818
withdraw,82,52,60.3706
withdraw,53,1,73.1469
chargeback,32,94,36.0113
chargeback,93,32,21.1231
dispute,56,89,14.28
withdraw,67,62,27.7302
resolve,35,11,84.4402
resolve,90,76,66.9369
resolve,67,14,39.8764
resolve,78,88,51.7554
chargeback,72,67,68.2349
withdraw,92,57,67.0133
withdraw,79,45,9.2602
withdraw,78,44,88.5362
dispute,81,47,22.5677
dispute,5,4,70.0341
resolve,18,92,96.1088
dispute,34,56,45.7583
deposit,77,45,80.9904
withdraw,30,61,57.9757
chargeback,100,73,58.5929
deposit,7,82,5.4958
deposit,51,97,75.4316
resolve,43,60,1.288
chargeback,76,92,69.1306
deposit,88,35,41.3594
resolve,71,14,17.8031
dispute,32,18,57.4716
dispute,40,68,24.6506
resolve,45,74,73.1786
resolve,89,1,33.2396
dispute,79,98,62.4561
dispute,47,40,68.7132
chargeback,8,69,10.3485
deposit,4,65,14.7281
deposit,17,49,98.2734
deposit,87,90,65.7345
resolve,10,62,54.0831
dispute,16,69,20.7098
chargeback,31,7,18.1616
chargeback,19,4,41.5556
resolve,25,58,0.7023
dispute,39,52,86.096
resolve,38,11,8.2165
chargeback,3,49,13.4937
deposit,62,80,71.1807
resolve,70,54,95.6438
deposit,35,17,3.0675
dispute,2,100,35.6686
withdraw,15,55,38.4258
dispute,63,12,77.3538
chargeback,79,82,8.57
withdraw,24,68,11.11
withdraw,66,44,15.1885
withdraw,20,44,29.6843
resolve,37,64,52.8807
deposit,45,77,0.217
deposit,49,41,55.8098
withdraw,47,57,71.9648
withdraw,95,76,52.584
dispute,4,35,20.6199
withdraw,32,68,51.4869
chargeback,54,15,90.5812
resolve,82,36,74.5539
withdraw,40,35,37.2405
deposit,99,81,79.4068
dispute,66,81,44.1509
dispute,70,1,99.0006
dispute,55,4,3.0217
deposit,39,12,99.3173
chargeback,97,96,1.884
deposit,74,28,42.2166
withdraw,20,65,87.351
chargeback,74,43,70.0104
withdraw,36,63,6.2113
resolve,94,61,8.9076
dispute,11,50,88.0453
resolve,59,61,70.0228
chargeback,82,10,62.2168
dispute,53,17,36.899
dispute,66,50,9.4508
withdraw,24,89,63.6383
dispute,12,40,68.4473
deposit,81,66,83.4105
dispute,80,31,46.9834
deposit,68,17,14.8189
resolve,22,18,4.4584
withdraw,98,50,58.2526
resolve,26,17,21.5493
deposit,41,56,49.2424
resolve,10,3,68.1024
withdraw,72,50,60.8848
withdraw,14,24,80.6423
withdraw,58,78,73.7046
deposit,95,81,38.0881
deposit,70,82,61.4521
dispute,52,80,55.748
chargeback,59,44,28.7059
withdraw,60,100,2.7765
chargeback,24,51,27.8912
resolve,15,47,33.331
dispute,50,58,34.1208
withdraw,93,94,10.504
chargeback,66,17,85.5469
deposit,14,84,87.2583
deposit,14,90,49.507
chargeback,19,44,85.873
chargeback,42,100,59.4499
withdraw,16,80,27.2355
withdraw,2,37,45.0729
dispute,67,78,62.8489
deposit,84,33,76.9468
resolve,1,91,5.71
dispute,97,20,14.4023
chargeback,31,99,65.2118
withdraw,11,84,30.3284
resolve,49,97,46.5382
resolve,94,14,10.1553
resolve,40,53,5.7198
dispute,45,92,1.9653
dispute,25,25,19.3514
resolve,51,75,74.1173
dispute,53,80,82.7297
withdraw,58,86,22.0802
withdraw,90,43,72.4484
resolve,56,87,3.8247
resolve,63,11,66.8477
dispute,34,29,71.8187
chargeback,55,29,12.642
resolve,81,91,51.5341
resolve,36,71,98.5012
deposit,21,57,65.7252
withdraw,31,56,26.0881
dispute,60,31,60.1036
dispute,100,75,67.4229
chargeback,92,36,39.0987
chargeback,20,66,26.1042
resolve,82,40,31.4035
resolve,53,52,61.7669
withdraw,96,12,35.5736
withdraw,1,23,11.3348
chargeback,71,99,51.3652
withdraw,79,37,44.4434
withdraw,8,31,40.5911
chargeback,66,5,43.0887
resolve,6,5,95.2308
resolve,31,45,68.7265
withdraw,22,23,71.3065
resolve,28,60,78.2398
resolve,30,53,94.7474
dispute,36,56,99.4564
deposit,30,66,87.9483
chargeback,90,69,2.6561
chargeback,23,1,85.5862
resolve,39,29,54.7754
dispute,14,73,74.3735
dispute,66,21,14.2087
withdraw,92,38,17.3321
withdraw,24,92,95.0013
resolve,59,76,86.7855
dispute,50,61,99.9954
chargeback,18,3,19.9154
dispute,74,3,90.033
dispute,28,79,38.659
withdraw,79,17,88.6739
deposit,3,88,22.1941
chargeback,21,79,12.5752
dispute,26,91,5.6188
chargeback,83,89,66.4664
dispute,2,50,29.4317
chargeback,38,88,97.615
resolve,56,79,16.3756
deposit,65,25,56.9923
chargeback,85,40,96.8543
chargeback,87,39,11.9926
dispute,6,63,84.1383
withdraw,13,44,53.0928
withdraw,79,41,91.0176
chargeback,38,63,92.2912
dispute,70,69,57.1847
dispute,13,1,36.3092
chargeback,4,61,36.5905
withdraw,36,73,85.8086
withdraw,46,63,58.8116
dispute,100,5,38.2623
withdraw,96,17,23.3841
deposit,96,48,83.4366
dispute,76,18,98.2603
resolve,7,27,79.9193
withdraw,39,68,39.2981
resolve,93,73,86.3067
withdraw,66,89,86.7958
withdraw,75,62,14.1644
resolve,58,34,10.9136
resolve,87,1,32.6918
dispute,22,49,23.0618
dispute,70,6,12.9462
chargeback,50,60,70.7849
chargeback,82,65,93.3159
chargeback,92,89,91.0908
deposit,36,71,31.6318
chargeback,19,59,71.3899
dispute,87,98,13.7118
deposit,25,22,65.9108
dispute,42,68,80.6613
deposit,40,71,22.142
withdraw,33,8,89.8571
resolve,20,50,12.3253
chargeback,79,82,92.5431
dispute,99,4,39.9316
withdraw,88,45,11.0247
chargeback,86,97,73.7439
dispute,55,64,6.4469
chargeback,95,41,17.61
chargeback,39,100,85.4847
resolve,81,4,2.5965
dispute,46,2,38.2261
resolve,53,26,37.0039
deposit,40,40,97.2764
withdraw,23,25,84.6942
dispute,48,56,19.0173
resolve,54,66,7.4177
dispute,78,22,70.1276
dispute,82,13,11.0572
chargeback,55,77,10.9069
dispute,12,80,78.0018
deposit,17,74,53.1938
deposit,32,70,62.3979
withdraw,41,17,39.6101
deposit,35,46,99.7096
resolve,85,35,59.9663
dispute,60,45,43.3106
deposit,27,44,44.123
withdraw,6,35,63.2922
deposit,75,94,7.5059
withdraw,16,45,27.5143
chargeback,78,56,62.0337
withdraw,28,95,74.8311
deposit,1,44,8.4558
resolve,36,84,59.7089
deposit,1,76,6.4797
withdraw,52,72,54.6292
deposit,36,26,39.9653
chargeback,37,67,51.3245
resolve,49,39,98.5518
dispute,68,78,45.6408
withdraw,40,70,64.4671
deposit,50,46,73.7835
deposit,59,66,93.4069
resolve,23,97,74.8952
withdraw,16,68,24.8621
withdraw,62,22,23.0916
withdraw,68,27,62.9127
dispute,8,47,81.0178
withdraw,5,62,89.5154
resolve,47,64,86.3455
chargeback,34,64,80.1921
chargeback,42,84,33.74
deposit,100,17,27.8543
withdraw,91,39,66.3209
withdraw,60,82,40.4915
chargeback,95,18,67.8049
dispute,54,20,38.1528
deposit,13,89,87.2895
deposit,60,89,20.9622
dispute,31,60,83.5176
dispute,93,10,61.4555
deposit,3,31,76.3883
chargeback,75,60,81.1028
withdraw,66,100,94.9021
resolve,52,61,61.3874
deposit,17,54,67.4179
chargeback,70,36,40.3506
resolve,56,78,83.6133
resolve,8,46,13.5241
withdraw,89,36,88.904
dispute,37,45,29.2854
chargeback,9,55,1.188
resolve,70,44,21.0106
dispute,29,35,56.4959
resolve,41,10,53.4559
withdraw,75,12,92.6092
resolve,73,87,17.7184
resolve,43,27,37.4001
deposit,65,71,46.1386
resolve,91,85,76.3026
dispute,7,30,10.4106
deposit,89,46,13.5305
withdraw,7,39,62.9052
deposit,61,54,4.9027
withdraw,48,68,51.7788
dispute,79,11,74.579
dispute,18,13,32.9676
withdraw,78,95,93.7699
deposit,13,82,83.9086
withdraw,11,97,62.2341
chargeback,43,70,62.5159
resolve,26,27,20.3681
chargeback,11,69,79.7811
resolve,27,4,23.1136
dispute,61,27,26.615
withdraw,15,65,37.5707
deposit,53,37,48.8042
resolve,51,95,88.4875
dispute,90,42,3.5186
deposit,10,44,12.7151
resolve,47,44,63.243
resolve,53,83,76.4733
resolve,58,23,99.2822
resolve,47,36,65.7478
deposit,22,48,44.0081
chargeback,77,64,47.9721
chargeback,13,31,76.6821
dispute,19,2,80.9741
chargeback,54,8,63.5386
dispute,82,42,73.4423
deposit,57,24,12.5375
dispute,48,82,97.6473
dispute,93,99,2.5059
chargeback,44,26,91.2028
resolve,9,13,53.1804
withdraw,18,100,80.024
dispute,83,15,1.7947
dispute,43,18,48.4152
dispute,33,67,23.8481
withdraw,72,73,84.2446
deposit,77,98,98.6854
withdraw,96,24,32.4404
chargeback,40,59,86.6109
chargeback,35,2,81.0151
deposit,7,70,72.7242
withdraw,14,86,74.3007
chargeback,64,94,19.247
withdraw,40,47,88.2775
resolve,69,2,91.7407
resolve,74,49,43.2213
deposit,69,60,5.7505
dispute,80,81,35.9002
withdraw,19,89,6.7477
withdraw,50,45,41.6899
deposit,62,99,12.4202
chargeback,91,21,70.2932
withdraw,78,69,64.2631
resolve,4,4,96.1506
chargeback,47,71,67.9411
resolve,76,27,71.0469
deposit,60,63,97.0525
deposit,82,100,27.3104
deposit,78,57,78.7197
resolve,14,64,7.8648
resolve,78,84,8.9573
deposit,89,71,23.9279
chargeback,49,45,99.7006
resolve,27,67,7.8652
dispute,65,27,41.7876
deposit,16,50,96.1732
resolve,50,11,96.8758
withdraw,94,64,70.2656
dispute,91,85,93.1535
deposit,5,82,1.6496
dispute,42,61,11.7416
withdraw,94,33,89.7267
dispute,87,1,46.5338
deposit,6,58,43.6571
deposit,11,51,17.2255
deposit,17,65,37.5256
resolve,14,28,74.2446
resolve,91,43,80.9352
deposit,4,75,13.9171
dispute,42,28,68.5056
withdraw,30,81,15.0717
resolve,51,56,31.4842
chargeback,97,5,44.7517
deposit,55,41,86.0268
deposit,99,64,64.1297
withdraw,24,53,96.5942
chargeback,19,45,9.6538
chargeback,82,67,52.059
dispute,60,86,17.5441
chargeback,31,71,11.8241
deposit,54,23,58.0947
deposit,2,71,77.615
withdraw,55,40,34.407
deposit,61,46,30.0197
resolve,98,85,1.8244
dispute,81,90,89.341
resolve,18,41,59.4715
deposit,21,1,5.6604
dispute,7,54,34.4683
withdraw,1,44,39.7278
deposit,51,47,42.815
chargeback,41,36,17.1429
resolve,50,23,55.9388
chargeback,74,39,60.8481
deposit,15,100,16.4799
resolve,93,27,35.9523
dispute,8,39,19.5026
resolve,78,47,48.637
dispute,55,47,46.3572
withdraw,78,91,15.9941
deposit,31,77,91.8993
resolve,18,11,81.3499
resolve,61,67,84.7539
dispute,1,73,30.9073
resolve,33,100,2.186
dispute,71,11,61.7105
dispute,21,29,9.5898
withdraw,73,35,2.5571
withdraw,28,91,22.4974
deposit,56,87,32.3843
dispute,17,82,97.4638
dispute,78,64,58.4405
resolve,13,83,10.1535
withdraw,48,67,12.5374
deposit,83,50,62.3213
chargeback,76,10,3.1403
dispute,72,65,40.6553
withdraw,95,23,39.6469
withdraw,19,67,17.251
dispute,46,17,36.5488
deposit,8,8,38.1207
chargeback,82,48,37.1495
withdraw,52,48,90.3886
dispute,53,3,21.3994
chargeback,33,64,25.619
withdraw,77,80,71.5366
withdraw,50,20,79.8019
chargeback,26,21,82.8974
deposit,12,18,25.9088
withdraw,92,46,86.4145
withdraw,62,10,11.3196
dispute,2,21,9.6477
deposit,39,37,19.2369
chargeback,39,99,35.5221
chargeback,74,82,52.524
deposit,25,63,64.9353
chargeback,87,19,53.6994
withdraw,10,1,30.7626
withdraw,18,32,1.1329
chargeback,76,69,36.6433
chargeback,36,21,88.8085
withdraw,35,46,28.7686
dispute,67,83,73.8008
deposit,13,68,87.6446
deposit,20,60,27.7832
dispute,19,11,17.5013
dispute,21,63,38.5326
resolve,40,43,24.6213
resolve,32,71,85.407
resolve,85,78,66.2667
chargeback,51,86,89.5743
withdraw,47,45,88.7712
withdraw,44,34,57.1037
resolve,50,5,20.9321
dispute,18,9,50.9583
resolve,58,55,77.5518
chargeback,32,90,55.4217
chargeback,29,36,56.875
chargeback,59,15,5.6397
resolve,64,40,4.8023
dispute,28,65,97.3227
withdraw,11,20,20.7695
deposit,40,44,71.516
deposit,46,90,35.8838
resolve,70,85,98.8488
resolve,31,28,96.26
dispute,83,72,80.6528
resolve,27,81,98.5718
deposit,13,48,37.2895
dispute,85,85,47.6348
withdraw,13,61,85.0517
withdraw,83,89,65.3661
chargeback,91,40,81.3226
withdraw,85,66,57.0035
deposit,1,99,66.7955
deposit,3,20,42.288
chargeback,11,6,72.7773
withdraw,48,92,74.965
withdraw,87,76,8.2025
withdraw,86,12,34.2874
withdraw,38,96,54.0082
resolve,6,46,81.4969
withdraw,35,48,60.7742
chargeback,90,43,67.9825
chargeback,76,63,64.617
withdraw,3,53,3.5333
deposit,42,61,40.4666
dispute,100,87,27.9111
chargeback,18,5,98.8788
deposit,86,57,59.3415
deposit,37,21,37.9691
resolve,62,100,64.8993
deposit,51,7,25.8487
deposit,72,58,69.8275
chargeback,78,51,12.0331
dispute,75,26,78.1141
chargeback,42,22,60.6023
chargeback,14,58,71.2256
deposit,21,10,77.5177
withdraw,94,32,22.7219
withdraw,58,26,3.4354
deposit,41,40,60.1522
chargeback,57,9,32.8965
resolve,33,39,35.6742
chargeback,61,39,73.0369
chargeback,46,56,39.9606
withdraw,20,73,53.8153
withdraw,25,71,49.5944
deposit,88,44,83.827
resolve,40,84,69.2406
dispute,4,80,88.65
dispute,42,38,9.7658
resolve,33,69,16.1931
deposit,21,20,24.4681
resolve,10,77,21.3747
withdraw,34,61,79.6068
withdraw,30,59,60.2031
withdraw,70,81,61.969
resolve,83,22,23.6068
deposit,33,13,4.2576
deposit,100,85,69.0418
withdraw,11,76,63.7948
dispute,48,100,54.0386
chargeback,21,30,4.0651
dispute,74,8,24.9764
deposit,50,46,90.42
deposit,85,87,43.359
resolve,49,20,93.5469
withdraw,44,94,41.7309
withdraw,61,52,54.0857
chargeback,23,69,71.9291
deposit,55,6,67.0071
chargeback,1,50,73.0333
dispute,32,40,95.2851
